Task,Model,Prompt Length,Quantization,Bites,Device
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_K,4,Low-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_K_M,4,Mid-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Medium,Q5_K,5,Mid-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Medium,Q5_K_M,5,flagship
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Medium,Q6_K,6,flagship
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Long,Q4_0,4,Low-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Long,Q4_K,4,Low-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Long,Q4_K_M,4,Mid-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Long,Q5_K,5,Mid-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Long,Q5_K_M,5,flagship
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Long,Q6_K,6,flagship
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Short,Q4_0,4,Low-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Short,Q4_K,4,Low-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Short,Q4_K_M,4,Mid-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Short,Q5_K,5,Mid-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Short,Q5_K_M,5,flagship
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Short,Q6_K,6,flagship
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_K,4,Low-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Medium,Q4_K_M,4,Mid-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Medium,Q5_K,5,Mid-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Medium,Q5_K_M,5,flagship
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Medium,Q6_K,6,flagship
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Long,Q4_0,4,Low-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Long,Q4_K,4,Low-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Long,Q4_K_M,4,Mid-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Long,Q5_K,5,Mid-range
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Long,Q5_K_M,5,flagship
Dialogue Generation,stablelm-3b-tuned-alpha-GGUF,Long,Q6_K,6,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_0,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_K,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_K_M,4,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q5_K,5,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q5_K_M,5,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q6_K,6,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_K,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_K_M,4,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q5_K,5,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q5_K_M,5,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q6_K,6,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_0,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_K,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_K_M,4,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q5_K,5,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q5_K_M,5,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q6_K,6,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_0,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_K,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_K_M,4,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q5_K,5,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q5_K_M,5,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q6_K,6,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_K,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_K_M,4,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q5_K,5,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q5_K_M,5,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q6_K,6,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_0,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_K,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_K_M,4,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q5_K,5,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q5_K_M,5,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q6_K,6,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_0,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_K,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_K_M,4,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q5_K,5,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q5_K_M,5,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q6_K,6,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_K,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_K_M,4,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q5_K,5,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q5_K_M,5,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q6_K,6,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_0,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_K,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_K_M,4,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q5_K,5,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q5_K_M,5,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q6_K,6,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_0,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_K,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q4_K_M,4,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q5_K,5,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q5_K_M,5,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Short,Q6_K,6,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_K,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q4_K_M,4,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q5_K,5,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q5_K_M,5,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Medium,Q6_K,6,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_0,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_K,4,Low-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q4_K_M,4,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q5_K,5,Mid-range
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q5_K_M,5,flagship
Dialogue Generation,Mistral-7B-Instruct-v0.2-GGUF,Long,Q6_K,6,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q4_0,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q4_K,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q4_K_M,4,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q5_K,5,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q5_K_M,5,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q6_K,6,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q4_K,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q4_K_M,4,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q5_K,5,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q5_K_M,5,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q6_K,6,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q4_0,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q4_K,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q4_K_M,4,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q5_K,5,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q5_K_M,5,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q6_K,6,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q4_0,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q4_K,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q4_K_M,4,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q5_K,5,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q5_K_M,5,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q6_K,6,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q4_K,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q4_K_M,4,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q5_K,5,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q5_K_M,5,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q6_K,6,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q4_0,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q4_K,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q4_K_M,4,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q5_K,5,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q5_K_M,5,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q6_K,6,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q4_0,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q4_K,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q4_K_M,4,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q5_K,5,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q5_K_M,5,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q6_K,6,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q4_K,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q4_K_M,4,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q5_K,5,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q5_K_M,5,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q6_K,6,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q4_0,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q4_K,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q4_K_M,4,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q5_K,5,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q5_K_M,5,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q6_K,6,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q4_0,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q4_K,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q4_K_M,4,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q5_K,5,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q5_K_M,5,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Short,Q6_K,6,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q4_K,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q4_K_M,4,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q5_K,5,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q5_K_M,5,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Medium,Q6_K,6,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q4_0,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q4_K,4,Low-range
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q4_K_M,4,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q5_K,5,Mid-range
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q5_K_M,5,flagship
Dialogue Generation,Gemma-7B-it-GGUF,Long,Q6_K,6,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q4_0,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q4_K,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q4_K_M,4,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q5_K,5,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q5_K_M,5,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q6_K,6,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_K,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_K_M,4,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q5_K,5,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q5_K_M,5,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q6_K,6,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q4_0,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q4_K,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q4_K_M,4,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q5_K,5,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q5_K_M,5,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q6_K,6,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q4_0,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q4_K,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q4_K_M,4,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q5_K,5,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q5_K_M,5,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q6_K,6,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_K,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_K_M,4,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q5_K,5,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q5_K_M,5,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q6_K,6,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q4_0,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q4_K,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q4_K_M,4,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q5_K,5,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q5_K_M,5,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q6_K,6,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q4_0,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q4_K,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q4_K_M,4,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q5_K,5,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q5_K_M,5,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q6_K,6,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_K,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_K_M,4,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q5_K,5,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q5_K_M,5,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q6_K,6,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q4_0,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q4_K,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q4_K_M,4,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q5_K,5,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q5_K_M,5,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q6_K,6,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q4_0,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q4_K,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q4_K_M,4,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q5_K,5,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q5_K_M,5,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Short,Q6_K,6,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_K,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q4_K_M,4,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q5_K,5,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q5_K_M,5,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Medium,Q6_K,6,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q4_0,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q4_K,4,Low-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q4_K_M,4,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q5_K,5,Mid-range
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q5_K_M,5,flagship
Dialogue Generation,LLaMA-2-7B-Chat-GGUF,Long,Q6_K,6,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q4_0,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q4_K,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q4_K_M,4,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q5_K,5,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q5_K_M,5,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q6_K,6,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q4_K,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q4_K_M,4,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q5_K,5,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q5_K_M,5,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q6_K,6,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q4_0,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q4_K,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q4_K_M,4,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q5_K,5,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q5_K_M,5,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q6_K,6,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q4_0,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q4_K,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q4_K_M,4,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q5_K,5,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q5_K_M,5,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q6_K,6,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q4_K,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q4_K_M,4,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q5_K,5,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q5_K_M,5,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q6_K,6,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q4_0,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q4_K,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q4_K_M,4,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q5_K,5,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q5_K_M,5,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q6_K,6,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q4_0,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q4_K,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q4_K_M,4,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q5_K,5,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q5_K_M,5,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q6_K,6,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q4_K,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q4_K_M,4,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q5_K,5,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q5_K_M,5,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q6_K,6,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q4_0,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q4_K,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q4_K_M,4,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q5_K,5,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q5_K_M,5,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Long,Q6_K,6,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q4_0,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q4_K,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q4_K_M,4,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q5_K,5,Mid-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q5_K_M,5,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Short,Q6_K,6,flagship
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q4_0,4,Low-range
Dialogue Generation,OpenChat-3.5-7B-GGUF,Medium,Q4_K,4,Low-range
